"resp.id";"ques";"alt";"Price";"Duration";"Accommodation";"Transport";"Destination";"choice"
25;438;1;"1500";"2";"5stars";"train";"Portugal";1
25;438;2;"500";"2";"budget";"plane";"Spain";0
25;438;3;"1500";"10";"3stars";"plane";"Spain";0
25;438;4;"500";"5";"budget";"bus";"Greece";0
25;439;1;"2500";"5";"budget";"train";"Spain";0
25;439;2;"2500";"5";"5stars";"bus";"Turkey";0
25;439;3;"1500";"10";"5stars";"bus";"Greece";1
25;439;4;"1500";"2";"budget";"train";"Greece";0
25;440;1;"500";"10";"budget";"plane";"Portugal";1
25;440;2;"2500";"2";"budget";"train";"Portugal";0
25;440;3;"500";"5";"3stars";"train";"Spain";0
25;440;4;"500";"5";"3stars";"bus";"Greece";0
25;441;1;"1500";"5";"5stars";"train";"Turkey";0
25;441;2;"500";"10";"3stars";"bus";"Spain";1
25;441;3;"1500";"2";"5stars";"bus";"Portugal";0
25;441;4;"2500";"2";"budget";"train";"Greece";0
25;442;1;"1500";"2";"3stars";"plane";"Turkey";0
25;442;2;"1500";"10";"budget";"train";"Greece";0
25;442;3;"2500";"2";"5stars";"bus";"Greece";0
25;442;4;"800";"2";"5stars";"train";"Spain";1
25;443;1;"500";"2";"3stars";"train";"Greece";0
25;443;2;"800";"10";"5stars";"plane";"Greece";0
25;443;3;"800";"5";"5stars";"plane";"Turkey";0
25;443;4;"500";"5";"5stars";"plane";"Spain";1
25;444;1;"2500";"10";"budget";"train";"Greece";0
25;444;2;"1500";"5";"budget";"bus";"Greece";0
25;444;3;"2500";"5";"3stars";"bus";"Turkey";0
25;444;4;"1500";"10";"budget";"plane";"Portugal";1
25;445;1;"2500";"10";"3stars";"plane";"Greece";0
25;445;2;"1500";"10";"3stars";"train";"Greece";0
25;445;3;"800";"10";"3stars";"bus";"Turkey";1
25;445;4;"800";"5";"budget";"train";"Spain";0
25;446;1;"2500";"2";"5stars";"train";"Greece";0
25;446;2;"800";"10";"3stars";"bus";"Spain";1
25;446;3;"2500";"5";"budget";"bus";"Greece";0
25;446;4;"2500";"2";"5stars";"plane";"Spain";0
25;447;1;"800";"2";"5stars";"plane";"Turkey";1
25;447;2;"500";"10";"budget";"train";"Turkey";0
25;447;3;"2500";"2";"budget";"train";"Turkey";0
25;447;4;"2500";"10";"3stars";"plane";"Spain";0
25;448;1;"800";"5";"3stars";"train";"Greece";0
25;448;2;"1500";"10";"budget";"bus";"Portugal";1
25;448;3;"800";"5";"3stars";"plane";"Spain";0
25;448;4;"1500";"5";"5stars";"bus";"Portugal";0
25;449;1;"1500";"10";"5stars";"train";"Greece";0
25;449;2;"1500";"2";"3stars";"bus";"Greece";1
25;449;3;"500";"10";"budget";"plane";"Spain";0
25;449;4;"1500";"5";"3stars";"train";"Spain";0
25;450;1;"2500";"10";"5stars";"plane";"Spain";0
25;450;2;"1500";"2";"3stars";"bus";"Turkey";1
25;450;3;"2500";"2";"3stars";"train";"Portugal";0
25;450;4;"2500";"10";"budget";"plane";"Spain";0
26;451;1;"800";"10";"3stars";"bus";"Greece";0
26;451;2;"500";"10";"5stars";"train";"Greece";0
26;451;3;"2500";"2";"3stars";"train";"Turkey";0
26;451;4;"500";"10";"budget";"plane";"Spain";1
26;452;1;"800";"5";"3stars";"bus";"Spain";1
26;452;2;"2500";"2";"5stars";"plane";"Turkey";0
26;452;3;"2500";"10";"5stars";"bus";"Spain";0
26;452;4;"1500";"5";"budget";"plane";"Portugal";0
26;453;1;"2500";"2";"5stars";"bus";"Portugal";1
26;453;2;"500";"5";"budget";"train";"Greece";0
26;453;3;"1500";"10";"3stars";"train";"Spain";0
26;453;4;"2500";"10";"3stars";"plane";"Portugal";0
26;454;1;"800";"5";"3stars";"train";"Turkey";0
26;454;2;"800";"5";"5stars";"train";"Turkey";1
26;454;3;"1500";"5";"5stars";"bus";"Greece";0
26;454;4;"2500";"2";"5stars";"train";"Portugal";0
26;455;1;"800";"2";"5stars";"plane";"Turkey";0
26;455;2;"800";"10";"5stars";"plane";"Greece";0
26;455;3;"2500";"5";"3stars";"plane";"Portugal";1
26;455;4;"500";"5";"5stars";"plane";"Spain";0
26;456;1;"1500";"2";"5stars";"train";"Turkey";0
26;456;2;"2500";"5";"budget";"train";"Portugal";1
26;456;3;"2500";"10";"3stars";"bus";"Spain";0
26;456;4;"1500";"5";"budget";"train";"Spain";0
26;457;1;"800";"2";"3stars";"bus";"Turkey";0
26;457;2;"800";"2";"5stars";"plane";"Portugal";1
26;457;3;"2500";"10";"3stars";"plane";"Spain";0
26;457;4;"2500";"2";"3stars";"plane";"Greece";0
26;458;1;"800";"5";"budget";"plane";"Turkey";0
26;458;2;"800";"2";"3stars";"train";"Portugal";1
26;458;3;"800";"10";"budget";"bus";"Spain";0
26;458;4;"500";"2";"5stars";"bus";"Portugal";0
26;459;1;"800";"2";"3stars";"train";"Spain";0
26;459;2;"500";"5";"5stars";"train";"Portugal";1
26;459;3;"2500";"5";"3stars";"bus";"Greece";0
26;459;4;"1500";"10";"budget";"plane";"Turkey";0
26;460;1;"500";"5";"3stars";"plane";"Portugal";1
26;460;2;"800";"5";"5stars";"train";"Greece";0
26;460;3;"500";"5";"budget";"bus";"Turkey";0
26;460;4;"500";"2";"5stars";"plane";"Spain";0
26;461;1;"800";"2";"3stars";"plane";"Turkey";0
26;461;2;"2500";"5";"3stars";"plane";"Greece";1
26;461;3;"1500";"5";"budget";"plane";"Turkey";0
26;461;4;"2500";"10";"5stars";"plane";"Greece";0
26;462;1;"500";"10";"budget";"train";"Spain";0
26;462;2;"2500";"10";"3stars";"plane";"Greece";0
26;462;3;"800";"10";"budget";"bus";"Portugal";1
26;462;4;"2500";"5";"budget";"train";"Greece";0
26;463;1;"1500";"5";"5stars";"plane";"Turkey";0
26;463;2;"1500";"5";"5stars";"train";"Turkey";0
26;463;3;"1500";"5";"3stars";"plane";"Portugal";0
26;463;4;"800";"5";"3stars";"train";"Portugal";1
26;464;1;"500";"2";"3stars";"train";"Greece";0
26;464;2;"500";"5";"5stars";"bus";"Turkey";0
26;464;3;"2500";"5";"budget";"train";"Spain";0
26;464;4;"500";"5";"3stars";"train";"Spain";1
26;465;1;"500";"10";"budget";"bus";"Portugal";1
26;465;2;"2500";"2";"3stars";"bus";"Turkey";0
26;465;3;"500";"2";"5stars";"plane";"Turkey";0
26;465;4;"1500";"10";"5stars";"train";"Portugal";0
26;466;1;"500";"10";"3stars";"train";"Greece";0
26;466;2;"1500";"10";"3stars";"bus";"Greece";0
26;466;3;"2500";"10";"budget";"plane";"Turkey";0
26;466;4;"800";"10";"3stars";"bus";"Spain";1
26;467;1;"500";"2";"budget";"bus";"Portugal";1
26;467;2;"800";"2";"3stars";"train";"Turkey";0
26;467;3;"2500";"2";"budget";"plane";"Spain";0
26;467;4;"800";"5";"budget";"train";"Turkey";0
26;468;1;"2500";"2";"5stars";"train";"Greece";0
26;468;2;"800";"10";"5stars";"train";"Portugal";0
26;468;3;"800";"5";"5stars";"train";"Portugal";1
26;468;4;"800";"5";"3stars";"bus";"Turkey";0
27;469;1;"500";"5";"5stars";"bus";"Portugal";1
27;469;2;"2500";"5";"budget";"plane";"Greece";0
27;469;3;"1500";"5";"budget";"train";"Spain";0
27;469;4;"500";"5";"budget";"bus";"Portugal";0
27;470;1;"800";"2";"3stars";"train";"Portugal";0
27;470;2;"2500";"10";"5stars";"plane";"Spain";0
27;470;3;"800";"5";"5stars";"plane";"Turkey";0
27;470;4;"500";"2";"3stars";"train";"Spain";1
27;471;1;"1500";"2";"budget";"bus";"Spain";0
27;471;2;"500";"2";"budget";"bus";"Portugal";1
27;471;3;"1500";"5";"3stars";"bus";"Spain";0
27;471;4;"800";"2";"3stars";"train";"Greece";0
27;472;1;"1500";"2";"5stars";"bus";"Greece";0
27;472;2;"500";"10";"budget";"bus";"Turkey";0
27;472;3;"500";"2";"5stars";"plane";"Portugal";1
27;472;4;"1500";"5";"budget";"train";"Portugal";0
27;473;1;"500";"2";"3stars";"train";"Greece";0
27;473;2;"2500";"2";"3stars";"plane";"Greece";0
27;473;3;"2500";"2";"3stars";"bus";"Spain";1
27;473;4;"800";"5";"5stars";"train";"Greece";0
27;474;1;"800";"10";"5stars";"bus";"Spain";1
27;474;2;"800";"2";"5stars";"train";"Greece";0
27;474;3;"2500";"2";"budget";"train";"Turkey";0
27;474;4;"800";"5";"budget";"plane";"Turkey";0
27;475;1;"500";"2";"3stars";"bus";"Turkey";0
27;475;2;"1500";"2";"budget";"plane";"Spain";1
27;475;3;"500";"2";"budget";"bus";"Greece";0
27;475;4;"2500";"5";"budget";"bus";"Greece";0
27;476;1;"2500";"10";"5stars";"train";"Spain";0
27;476;2;"500";"10";"5stars";"train";"Turkey";0
27;476;3;"2500";"5";"3stars";"train";"Portugal";0
27;476;4;"2500";"10";"3stars";"train";"Portugal";1
27;477;1;"500";"5";"3stars";"plane";"Spain";1
27;477;2;"1500";"10";"5stars";"plane";"Portugal";0
27;477;3;"1500";"10";"3stars";"bus";"Portugal";0
27;477;4;"2500";"10";"budget";"train";"Turkey";0
27;478;1;"500";"10";"budget";"train";"Spain";0
27;478;2;"500";"2";"5stars";"plane";"Turkey";1
27;478;3;"500";"2";"budget";"plane";"Greece";0
27;478;4;"500";"5";"3stars";"plane";"Greece";0
27;479;1;"500";"5";"budget";"train";"Portugal";0
27;479;2;"2500";"2";"5stars";"train";"Spain";1
27;479;3;"2500";"5";"budget";"train";"Greece";0
27;479;4;"1500";"10";"5stars";"train";"Portugal";0
27;480;1;"500";"2";"3stars";"bus";"Portugal";0
27;480;2;"2500";"5";"5stars";"plane";"Spain";1
27;480;3;"500";"10";"5stars";"train";"Greece";0
27;480;4;"500";"10";"budget";"bus";"Greece";0
27;481;1;"500";"10";"5stars";"plane";"Greece";0
27;481;2;"500";"2";"3stars";"plane";"Turkey";0
27;481;3;"800";"2";"5stars";"plane";"Spain";1
27;481;4;"1500";"2";"5stars";"plane";"Turkey";0
27;482;1;"1500";"5";"budget";"bus";"Spain";0
27;482;2;"2500";"10";"5stars";"bus";"Portugal";0
27;482;3;"800";"10";"budget";"train";"Spain";0
27;482;4;"1500";"2";"5stars";"train";"Portugal";1
27;483;1;"2500";"10";"budget";"train";"Portugal";0
27;483;2;"2500";"2";"3stars";"train";"Turkey";0
27;483;3;"2500";"10";"budget";"bus";"Turkey";0
27;483;4;"500";"10";"budget";"plane";"Greece";1
27;484;1;"1500";"5";"5stars";"train";"Turkey";1
27;484;2;"1500";"2";"3stars";"plane";"Greece";0
27;484;3;"1500";"5";"budget";"plane";"Greece";0
27;484;4;"2500";"10";"budget";"plane";"Spain";0
27;485;1;"2500";"2";"5stars";"bus";"Portugal";1
27;485;2;"800";"10";"3stars";"bus";"Greece";0
27;485;3;"800";"5";"5stars";"bus";"Greece";0
27;485;4;"1500";"2";"5stars";"plane";"Portugal";0
27;486;1;"800";"10";"budget";"bus";"Turkey";0
27;486;2;"800";"2";"3stars";"bus";"Portugal";1
27;486;3;"800";"5";"3stars";"train";"Spain";0
27;486;4;"800";"10";"5stars";"bus";"Turkey";0
28;487;1;"800";"5";"5stars";"bus";"Greece";0
28;487;2;"500";"10";"5stars";"bus";"Spain";1
28;487;3;"1500";"2";"budget";"plane";"Greece";0
28;487;4;"1500";"2";"3stars";"bus";"Turkey";0
28;488;1;"1500";"5";"3stars";"train";"Spain";0
28;488;2;"800";"2";"3stars";"plane";"Spain";0
28;488;3;"800";"2";"budget";"plane";"Portugal";1
28;488;4;"2500";"10";"3stars";"plane";"Portugal";0
28;489;1;"2500";"2";"budget";"train";"Portugal";0
28;489;2;"800";"10";"budget";"plane";"Turkey";0
28;489;3;"1500";"10";"budget";"bus";"Turkey";0
28;489;4;"1500";"2";"budget";"bus";"Turkey";1
28;490;1;"1500";"10";"3stars";"bus";"Greece";0
28;490;2;"1500";"2";"5stars";"plane";"Spain";1
28;490;3;"1500";"5";"budget";"plane";"Turkey";0
28;490;4;"2500";"5";"budget";"train";"Portugal";0
28;491;1;"500";"5";"3stars";"plane";"Spain";0
28;491;2;"500";"5";"budget";"train";"Spain";0
28;491;3;"800";"2";"5stars";"train";"Portugal";0
28;491;4;"1500";"10";"3stars";"bus";"Portugal";1
28;492;1;"1500";"2";"3stars";"train";"Portugal";0
28;492;2;"1500";"10";"budget";"plane";"Spain";0
28;492;3;"800";"2";"budget";"bus";"Portugal";1
28;492;4;"2500";"10";"budget";"train";"Portugal";0
28;493;1;"2500";"5";"5stars";"plane";"Turkey";0
28;493;2;"1500";"5";"5stars";"train";"Greece";0
28;493;3;"2500";"2";"3stars";"train";"Portugal";0
28;493;4;"800";"5";"5stars";"train";"Portugal";1
28;494;1;"1500";"5";"3stars";"bus";"Greece";0
28;494;2;"2500";"2";"3stars";"plane";"Turkey";0
28;494;3;"800";"2";"3stars";"bus";"Spain";1
28;494;4;"800";"5";"5stars";"train";"Spain";0
28;495;1;"1500";"10";"5stars";"plane";"Turkey";1
28;495;2;"2500";"5";"5stars";"bus";"Spain";0
28;495;3;"2500";"2";"budget";"bus";"Spain";0
28;495;4;"500";"10";"budget";"plane";"Spain";0
28;496;1;"800";"5";"3stars";"plane";"Greece";0
28;496;2;"800";"2";"3stars";"plane";"Greece";0
28;496;3;"1500";"5";"3stars";"train";"Turkey";0
28;496;4;"800";"10";"5stars";"train";"Spain";1
28;497;1;"800";"2";"5stars";"bus";"Greece";0
28;497;2;"800";"10";"3stars";"bus";"Spain";1
28;497;3;"1500";"10";"5stars";"bus";"Greece";0
28;497;4;"500";"2";"budget";"train";"Spain";0
28;498;1;"800";"2";"3stars";"plane";"Portugal";1
28;498;2;"2500";"10";"5stars";"plane";"Greece";0
28;498;3;"2500";"2";"5stars";"train";"Greece";0
28;498;4;"1500";"2";"5stars";"train";"Portugal";0
28;499;1;"800";"10";"5stars";"train";"Turkey";0
28;499;2;"800";"5";"3stars";"train";"Turkey";0
28;499;3;"1500";"10";"3stars";"bus";"Turkey";1
28;499;4;"2500";"5";"5stars";"bus";"Portugal";0
28;500;1;"800";"10";"5stars";"plane";"Spain";0
28;500;2;"2500";"5";"3stars";"bus";"Portugal";0
28;500;3;"500";"2";"5stars";"plane";"Portugal";1
28;500;4;"1500";"10";"budget";"bus";"Portugal";0
28;501;1;"1500";"10";"5stars";"bus";"Portugal";1
28;501;2;"1500";"2";"3stars";"plane";"Turkey";0
28;501;3;"800";"2";"budget";"plane";"Greece";0
28;501;4;"2500";"10";"budget";"bus";"Portugal";0
28;502;1;"500";"10";"budget";"plane";"Turkey";1
28;502;2;"800";"10";"budget";"bus";"Turkey";0
28;502;3;"500";"10";"budget";"plane";"Greece";0
28;502;4;"2500";"2";"3stars";"train";"Turkey";0
28;503;1;"800";"10";"budget";"train";"Turkey";0
28;503;2;"1500";"5";"5stars";"bus";"Spain";1
28;503;3;"500";"5";"budget";"plane";"Spain";0
28;503;4;"800";"10";"3stars";"bus";"Greece";0
28;504;1;"2500";"2";"5stars";"bus";"Portugal";1
28;504;2;"500";"10";"3stars";"train";"Greece";0
28;504;3;"500";"2";"3stars";"plane";"Spain";0
28;504;4;"500";"10";"5stars";"plane";"Greece";0
29;505;1;"2500";"5";"5stars";"train";"Portugal";0
29;505;2;"1500";"10";"budget";"bus";"Greece";0
29;505;3;"2500";"5";"budget";"bus";"Portugal";0
29;505;4;"800";"5";"5stars";"plane";"Spain";1
29;506;1;"2500";"5";"5stars";"bus";"Spain";0
29;506;2;"2500";"5";"3stars";"plane";"Portugal";0
29;506;3;"500";"2";"3stars";"train";"Portugal";1
29;506;4;"1500";"10";"budget";"train";"Greece";0
29;507;1;"500";"2";"3stars";"bus";"Spain";0
29;507;2;"1500";"5";"3stars";"train";"Spain";0
29;507;3;"500";"2";"5stars";"train";"Spain";1
29;507;4;"500";"2";"5stars";"train";"Greece";0
29;508;1;"2500";"5";"budget";"train";"Greece";0
29;508;2;"1500";"10";"5stars";"plane";"Greece";1
29;508;3;"800";"5";"5stars";"train";"Greece";0
29;508;4;"500";"5";"3stars";"plane";"Greece";0
29;509;1;"1500";"5";"budget";"plane";"Portugal";0
29;509;2;"800";"10";"3stars";"train";"Greece";0
29;509;3;"2500";"2";"budget";"train";"Greece";0
29;509;4;"1500";"5";"5stars";"train";"Portugal";1
29;510;1;"1500";"10";"budget";"train";"Spain";0
29;510;2;"1500";"10";"5stars";"train";"Turkey";0
29;510;3;"500";"5";"budget";"bus";"Portugal";1
29;510;4;"800";"10";"budget";"bus";"Greece";0
29;511;1;"1500";"10";"3stars";"plane";"Greece";0
29;511;2;"2500";"5";"3stars";"bus";"Portugal";0
29;511;3;"2500";"10";"5stars";"plane";"Spain";1
29;511;4;"500";"5";"3stars";"train";"Turkey";0
29;512;1;"800";"10";"5stars";"plane";"Portugal";0
29;512;2;"500";"5";"5stars";"train";"Spain";1
29;512;3;"800";"5";"5stars";"plane";"Greece";0
29;512;4;"1500";"2";"budget";"bus";"Portugal";0
29;513;1;"2500";"10";"3stars";"plane";"Turkey";0
29;513;2;"500";"10";"budget";"plane";"Spain";0
29;513;3;"800";"5";"budget";"plane";"Turkey";0
29;513;4;"500";"2";"5stars";"bus";"Greece";1
29;514;1;"800";"2";"5stars";"train";"Spain";1
29;514;2;"2500";"2";"5stars";"train";"Spain";0
29;514;3;"500";"5";"5stars";"bus";"Portugal";0
29;514;4;"1500";"10";"3stars";"bus";"Greece";0
29;515;1;"2500";"10";"5stars";"bus";"Portugal";0
29;515;2;"500";"2";"budget";"bus";"Turkey";0
29;515;3;"500";"2";"5stars";"bus";"Spain";1
29;515;4;"800";"2";"3stars";"bus";"Spain";0
29;516;1;"500";"10";"3stars";"train";"Portugal";0
29;516;2;"1500";"10";"5stars";"train";"Greece";0
29;516;3;"500";"5";"budget";"train";"Turkey";0
29;516;4;"1500";"2";"budget";"plane";"Spain";1
29;517;1;"2500";"10";"budget";"bus";"Portugal";0
29;517;2;"1500";"10";"5stars";"bus";"Spain";0
29;517;3;"2500";"10";"5stars";"bus";"Greece";0
29;517;4;"1500";"10";"5stars";"train";"Spain";1
29;518;1;"800";"5";"3stars";"plane";"Spain";0
29;518;2;"500";"10";"3stars";"plane";"Turkey";0
29;518;3;"500";"10";"5stars";"bus";"Turkey";1
29;518;4;"2500";"2";"3stars";"plane";"Portugal";0
29;519;1;"1500";"5";"5stars";"plane";"Portugal";1
29;519;2;"2500";"2";"3stars";"train";"Portugal";0
29;519;3;"2500";"10";"budget";"bus";"Spain";0
29;519;4;"2500";"2";"3stars";"plane";"Turkey";0
29;520;1;"2500";"2";"5stars";"train";"Turkey";0
29;520;2;"2500";"2";"5stars";"bus";"Spain";0
29;520;3;"500";"10";"3stars";"bus";"Spain";1
29;520;4;"800";"10";"5stars";"bus";"Portugal";0
29;521;1;"800";"2";"3stars";"bus";"Greece";0
29;521;2;"1500";"2";"budget";"train";"Portugal";0
29;521;3;"500";"2";"budget";"bus";"Greece";1
29;521;4;"2500";"2";"3stars";"train";"Greece";0
29;522;1;"800";"5";"budget";"bus";"Turkey";1
29;522;2;"2500";"5";"5stars";"bus";"Turkey";0
29;522;3;"500";"5";"budget";"plane";"Turkey";0
29;522;4;"2500";"5";"5stars";"plane";"Turkey";0
30;523;1;"2500";"2";"budget";"plane";"Greece";0
30;523;2;"1500";"10";"5stars";"plane";"Spain";0
30;523;3;"500";"5";"budget";"train";"Turkey";0
30;523;4;"800";"2";"5stars";"plane";"Portugal";1
30;524;1;"1500";"5";"5stars";"train";"Spain";0
30;524;2;"1500";"5";"5stars";"bus";"Portugal";1
30;524;3;"1500";"10";"budget";"bus";"Spain";0
30;524;4;"500";"5";"3stars";"plane";"Turkey";0
30;525;1;"500";"2";"budget";"plane";"Greece";0
30;525;2;"500";"2";"budget";"plane";"Turkey";1
30;525;3;"2500";"2";"5stars";"plane";"Greece";0
30;525;4;"1500";"10";"5stars";"bus";"Turkey";0
30;526;1;"1500";"2";"3stars";"plane";"Portugal";0
30;526;2;"500";"10";"5stars";"train";"Greece";0
30;526;3;"2500";"10";"3stars";"bus";"Spain";0
30;526;4;"500";"10";"5stars";"bus";"Portugal";1
30;527;1;"800";"2";"5stars";"train";"Turkey";0
30;527;2;"500";"10";"budget";"bus";"Spain";0
30;527;3;"2500";"2";"5stars";"plane";"Spain";0
30;527;4;"1500";"2";"5stars";"bus";"Spain";1
30;528;1;"800";"2";"budget";"plane";"Portugal";0
30;528;2;"1500";"2";"5stars";"bus";"Portugal";1
30;528;3;"1500";"2";"5stars";"bus";"Greece";0
30;528;4;"1500";"10";"budget";"bus";"Portugal";0
30;529;1;"1500";"2";"5stars";"plane";"Portugal";0
30;529;2;"2500";"2";"5stars";"train";"Turkey";0
30;529;3;"500";"5";"5stars";"plane";"Portugal";1
30;529;4;"800";"2";"5stars";"bus";"Portugal";0
30;530;1;"800";"10";"budget";"plane";"Spain";1
30;530;2;"2500";"5";"3stars";"bus";"Spain";0
30;530;3;"1500";"5";"budget";"plane";"Greece";0
30;530;4;"800";"10";"budget";"plane";"Turkey";0
30;531;1;"800";"2";"budget";"plane";"Spain";1
30;531;2;"1500";"5";"5stars";"plane";"Portugal";0
30;531;3;"1500";"5";"3stars";"bus";"Greece";0
30;531;4;"2500";"5";"3stars";"plane";"Greece";0
30;532;1;"500";"10";"budget";"bus";"Portugal";1
30;532;2;"2500";"10";"3stars";"train";"Portugal";0
30;532;3;"1500";"2";"3stars";"bus";"Greece";0
30;532;4;"500";"2";"5stars";"train";"Greece";0
30;533;1;"1500";"5";"3stars";"plane";"Spain";0
30;533;2;"500";"5";"3stars";"bus";"Portugal";1
30;533;3;"500";"5";"budget";"bus";"Greece";0
30;533;4;"2500";"10";"budget";"plane";"Turkey";0
30;534;1;"2500";"2";"5stars";"train";"Spain";1
30;534;2;"2500";"10";"3stars";"train";"Spain";0
30;534;3;"1500";"10";"budget";"train";"Turkey";0
30;534;4;"800";"5";"3stars";"bus";"Greece";0
30;535;1;"500";"2";"5stars";"bus";"Spain";1
30;535;2;"2500";"2";"5stars";"bus";"Greece";0
30;535;3;"1500";"5";"budget";"plane";"Turkey";0
30;535;4;"800";"2";"3stars";"bus";"Portugal";0
30;536;1;"500";"10";"5stars";"train";"Portugal";1
30;536;2;"1500";"5";"5stars";"train";"Portugal";0
30;536;3;"500";"2";"budget";"train";"Turkey";0
30;536;4;"800";"5";"3stars";"train";"Portugal";0
30;537;1;"2500";"10";"budget";"bus";"Spain";0
30;537;2;"1500";"2";"3stars";"train";"Spain";0
30;537;3;"2500";"5";"5stars";"bus";"Spain";1
30;537;4;"500";"10";"budget";"train";"Portugal";0
30;538;1;"500";"2";"budget";"plane";"Spain";1
30;538;2;"1500";"2";"budget";"plane";"Portugal";0
30;538;3;"800";"2";"5stars";"bus";"Turkey";0
30;538;4;"2500";"2";"budget";"bus";"Greece";0
30;539;1;"500";"10";"budget";"plane";"Spain";0
30;539;2;"1500";"5";"budget";"bus";"Portugal";0
30;539;3;"2500";"2";"3stars";"plane";"Portugal";1
30;539;4;"2500";"5";"3stars";"train";"Turkey";0
30;540;1;"800";"10";"3stars";"bus";"Turkey";1
30;540;2;"1500";"5";"5stars";"bus";"Greece";0
30;540;3;"2500";"10";"budget";"plane";"Greece";0
30;540;4;"2500";"2";"budget";"plane";"Turkey";0
31;541;1;"1500";"10";"5stars";"train";"Greece";0
31;541;2;"800";"5";"budget";"plane";"Portugal";0
31;541;3;"500";"2";"budget";"plane";"Greece";1
31;541;4;"2500";"10";"5stars";"train";"Spain";0
31;542;1;"800";"2";"3stars";"train";"Greece";0
31;542;2;"800";"2";"budget";"plane";"Turkey";0
31;542;3;"1500";"10";"3stars";"bus";"Spain";1
31;542;4;"1500";"10";"3stars";"plane";"Portugal";0
31;543;1;"1500";"2";"3stars";"bus";"Turkey";0
31;543;2;"1500";"5";"3stars";"plane";"Portugal";0
31;543;3;"500";"2";"3stars";"bus";"Spain";1
31;543;4;"800";"2";"5stars";"plane";"Portugal";0
31;544;1;"2500";"5";"budget";"plane";"Greece";0
31;544;2;"1500";"5";"budget";"train";"Greece";0
31;544;3;"1500";"2";"3stars";"train";"Greece";1
31;544;4;"1500";"10";"5stars";"bus";"Portugal";0
31;545;1;"500";"10";"3stars";"bus";"Spain";0
31;545;2;"500";"10";"5stars";"plane";"Portugal";1
31;545;3;"500";"10";"5stars";"train";"Turkey";0
31;545;4;"800";"5";"5stars";"plane";"Greece";0
31;546;1;"2500";"5";"5stars";"bus";"Greece";0
31;546;2;"800";"5";"3stars";"plane";"Portugal";0
31;546;3;"2500";"2";"budget";"plane";"Portugal";0
31;546;4;"500";"2";"3stars";"plane";"Greece";1
31;547;1;"800";"10";"budget";"bus";"Turkey";0
31;547;2;"800";"5";"3stars";"train";"Portugal";0
31;547;3;"800";"5";"budget";"train";"Greece";0
31;547;4;"800";"2";"3stars";"plane";"Spain";1
31;548;1;"1500";"2";"budget";"train";"Portugal";1
31;548;2;"1500";"10";"3stars";"bus";"Portugal";0
31;548;3;"500";"5";"5stars";"bus";"Turkey";0
31;548;4;"1500";"5";"3stars";"train";"Turkey";0
31;549;1;"2500";"10";"budget";"bus";"Turkey";0
31;549;2;"500";"2";"5stars";"plane";"Turkey";1
31;549;3;"2500";"10";"budget";"plane";"Portugal";0
31;549;4;"500";"5";"5stars";"train";"Greece";0
31;550;1;"2500";"10";"3stars";"train";"Portugal";0
31;550;2;"500";"5";"3stars";"bus";"Turkey";1
31;550;3;"2500";"5";"5stars";"train";"Portugal";0
31;550;4;"2500";"10";"budget";"train";"Greece";0
31;551;1;"1500";"5";"budget";"bus";"Portugal";0
31;551;2;"500";"10";"5stars";"bus";"Spain";0
31;551;3;"500";"2";"3stars";"train";"Portugal";1
31;551;4;"800";"5";"budget";"bus";"Greece";0
31;552;1;"1500";"10";"budget";"plane";"Turkey";0
31;552;2;"2500";"10";"5stars";"plane";"Greece";1
31;552;3;"2500";"5";"5stars";"train";"Spain";0
31;552;4;"800";"10";"5stars";"bus";"Spain";0
31;553;1;"500";"2";"5stars";"plane";"Greece";1
31;553;2;"2500";"10";"3stars";"bus";"Turkey";0
31;553;3;"1500";"10";"budget";"plane";"Spain";0
31;553;4;"2500";"2";"3stars";"bus";"Turkey";0
31;554;1;"1500";"10";"5stars";"plane";"Portugal";1
31;554;2;"800";"5";"budget";"train";"Spain";0
31;554;3;"500";"10";"5stars";"train";"Spain";0
31;554;4;"800";"2";"5stars";"bus";"Turkey";0
31;555;1;"2500";"10";"budget";"plane";"Turkey";0
31;555;2;"1500";"5";"3stars";"train";"Portugal";0
31;555;3;"2500";"10";"5stars";"train";"Turkey";0
31;555;4;"2500";"5";"5stars";"plane";"Spain";1
31;556;1;"2500";"2";"budget";"train";"Greece";0
31;556;2;"500";"5";"budget";"train";"Portugal";0
31;556;3;"800";"5";"5stars";"bus";"Spain";1
31;556;4;"800";"10";"3stars";"bus";"Portugal";0
31;557;1;"1500";"5";"5stars";"plane";"Portugal";0
31;557;2;"500";"2";"budget";"bus";"Spain";0
31;557;3;"1500";"5";"5stars";"bus";"Greece";0
31;557;4;"2500";"2";"3stars";"plane";"Spain";1
31;558;1;"2500";"2";"5stars";"train";"Turkey";0
31;558;2;"2500";"5";"3stars";"plane";"Turkey";0
31;558;3;"1500";"2";"5stars";"train";"Spain";1
31;558;4;"500";"10";"3stars";"bus";"Turkey";0
32;559;1;"2500";"2";"budget";"plane";"Greece";0
32;559;2;"500";"5";"budget";"plane";"Spain";0
32;559;3;"500";"2";"budget";"bus";"Greece";0
32;559;4;"2500";"5";"5stars";"bus";"Turkey";1
32;560;1;"2500";"2";"5stars";"plane";"Portugal";1
32;560;2;"800";"10";"5stars";"train";"Greece";0
32;560;3;"2500";"10";"5stars";"train";"Portugal";0
